CustomerID,BillingMonth,TotalConsumption,TotalAmount,PaymentStatus
524,2024-03-01,312.87,40.52,Paid
524,2024-02-01,333.32,47.47,Unpaid
524,2024-01-01,810.25,137.2,Unpaid
524,2023-12-01,802.17,109.54,Unpaid
525,2024-11-01,809.17,122.09,Paid
525,2024-10-01,793.27,135.41,Paid
525,2024-09-01,347.08,69.18,Unpaid
525,2024-08-01,424.13,59.59,Paid
525,2024-07-01,779.78,137.0,Paid
525,2024-06-01,928.44,160.38,Unpaid
525,2024-05-01,599.41,91.44,Unpaid
525,2024-04-01,580.47,106.86,Paid
525,2024-03-01,327.23,48.98,Unpaid
525,2024-02-01,459.63,57.01,Unpaid
525,2024-01-01,745.68,125.63,Paid
525,2023-12-01,299.61,59.22,Unpaid
526,2024-11-01,834.19,151.05,Unpaid
526,2024-10-01,618.89,96.75,Unpaid
526,2024-09-01,850.71,162.43,Paid
526,2024-08-01,599.23,74.63,Unpaid
526,2024-07-01,313.76,53.14,Unpaid
526,2024-06-01,361.06,51.36,Paid
526,2024-05-01,896.92,168.64,Unpaid
526,2024-04-01,418.25,53.66,Paid
526,2024-03-01,217.74,35.91,Paid
526,2024-02-01,593.88,115.03,Paid
526,2024-01-01,798.04,122.92,Paid
526,2023-12-01,539.7,94.6,Unpaid
527,2024-11-01,701.15,130.93,Paid
527,2024-10-01,461.44,86.86,Unpaid
527,2024-09-01,408.65,80.27,Unpaid
527,2024-08-01,332.34,45.38,Paid
527,2024-07-01,557.31,87.98,Paid
527,2024-06-01,476.89,76.01,Unpaid
527,2024-05-01,325.66,46.04,Unpaid
527,2024-04-01,409.6,71.5,Paid
527,2024-03-01,777.2,154.91,Unpaid
527,2024-02-01,864.87,107.91,Paid
527,2024-01-01,866.12,152.95,Paid
527,2023-12-01,917.67,150.8,Unpaid
528,2024-11-01,259.83,51.91,Unpaid
528,2024-10-01,798.6,149.8,Unpaid
528,2024-09-01,349.87,45.05,Paid
528,2024-08-01,558.38,68.91,Paid
528,2024-07-01,915.95,150.95,Paid
528,2024-06-01,750.91,122.02,Paid
528,2024-05-01,246.2,33.9,Paid
528,2024-04-01,665.51,130.75,Unpaid
528,2024-03-01,633.84,77.37,Paid
528,2024-02-01,708.69,100.51,Unpaid
528,2024-01-01,319.32,44.87,Unpaid
528,2023-12-01,554.79,77.87,Unpaid
529,2024-11-01,717.57,130.56,Paid
529,2024-10-01,667.63,92.64,Unpaid
529,2024-09-01,459.08,85.01,Unpaid
529,2024-08-01,560.05,69.38,Unpaid
529,2024-07-01,304.1,48.6,Unpaid
529,2024-06-01,425.4,56.78,Paid
529,2024-05-01,998.61,185.64,Paid
529,2024-04-01,258.35,38.56,Paid
529,2024-03-01,464.59,73.22,Paid
529,2024-02-01,261.39,49.76,Paid
529,2024-01-01,566.65,104.61,Paid
529,2023-12-01,855.56,121.31,Paid
530,2024-11-01,979.37,140.6,Paid
530,2024-10-01,289.97,39.42,Unpaid
530,2024-09-01,550.42,89.0,Unpaid
530,2024-08-01,261.67,45.73,Unpaid
530,2024-07-01,814.08,156.3,Unpaid
530,2024-06-01,313.26,57.82,Unpaid
530,2024-05-01,336.64,43.45,Paid
530,2024-04-01,983.1,132.98,Unpaid
530,2024-03-01,706.32,91.66,Paid
530,2024-02-01,409.74,64.14,Paid
530,2024-01-01,574.68,69.3,Paid
530,2023-12-01,703.17,113.98,Paid
531,2024-11-01,668.53,132.23,Unpaid
531,2024-10-01,640.03,84.99,Paid
531,2024-09-01,425.15,58.73,Paid
531,2024-08-01,810.42,159.21,Paid
531,2024-07-01,892.95,127.12,Paid
531,2024-06-01,314.94,61.75,Paid
531,2024-05-01,400.89,51.74,Unpaid
531,2024-04-01,834.09,128.22,Unpaid
531,2024-03-01,571.51,91.01,Paid
531,2024-02-01,222.32,32.4,Unpaid
531,2024-01-01,317.38,40.92,Paid
531,2023-12-01,780.09,123.53,Unpaid
532,2024-11-01,585.88,85.24,Unpaid
532,2024-10-01,958.87,187.57,Paid
532,2024-09-01,701.35,113.0,Unpaid
532,2024-08-01,977.86,166.42,Unpaid
532,2024-07-01,343.33,53.42,Unpaid
532,2024-06-01,767.04,140.09,Unpaid
532,2024-05-01,964.63,120.66,Paid
532,2024-04-01,940.92,125.01,Unpaid
532,2024-03-01,706.92,128.5,Unpaid
532,2024-02-01,958.01,135.29,Unpaid
532,2024-01-01,638.61,112.51,Paid
532,2023-12-01,679.93,103.18,Unpaid
533,2024-11-01,269.53,52.83,Unpaid
533,2024-10-01,964.03,125.97,Unpaid
533,2024-09-01,243.17,41.15,Unpaid
533,2024-08-01,392.2,61.1,Paid
533,2024-07-01,526.45,91.51,Unpaid
533,2024-06-01,700.09,135.75,Paid
533,2024-05-01,809.74,147.59,Paid
533,2024-04-01,728.01,99.81,Paid
533,2024-03-01,478.53,93.17,Unpaid
533,2024-02-01,205.77,33.67,Paid
533,2024-01-01,877.77,170.52,Unpaid
533,2023-12-01,716.78,107.2,Paid
534,2024-11-01,204.94,29.39,Unpaid
534,2024-10-01,735.78,144.46,Paid
534,2024-09-01,897.5,126.39,Paid
534,2024-08-01,434.14,65.17,Paid
534,2024-07-01,527.6,80.76,Paid
534,2024-06-01,752.74,112.42,Unpaid
534,2024-05-01,378.06,66.24,Unpaid
534,2024-04-01,246.61,38.45,Unpaid
534,2024-03-01,601.63,92.02,Paid
534,2024-02-01,820.37,141.49,Unpaid
534,2024-01-01,311.69,48.28,Paid
534,2023-12-01,812.71,114.78,Unpaid
535,2024-11-01,339.0,63.98,Paid
535,2024-10-01,466.62,83.85,Paid
535,2024-09-01,800.02,152.23,Unpaid
535,2024-08-01,269.83,47.61,Unpaid
535,2024-07-01,956.3,164.81,Paid
535,2024-06-01,578.63,113.89,Paid
535,2024-05-01,553.29,73.45,Paid
535,2024-04-01,890.7,112.22,Unpaid
535,2024-03-01,827.84,131.52,Paid
535,2024-02-01,881.51,170.35,Paid
535,2024-01-01,479.59,57.68,Unpaid
535,2023-12-01,357.54,56.12,Paid
536,2024-11-01,433.96,55.93,Unpaid
536,2024-10-01,669.24,131.05,Unpaid
536,2024-09-01,326.06,63.89,Unpaid
536,2024-08-01,664.43,120.05,Unpaid
536,2024-07-01,896.02,166.34,Paid
536,2024-06-01,748.61,102.88,Unpaid
536,2024-05-01,696.29,130.33,Unpaid
536,2024-04-01,709.76,129.46,Paid
536,2024-03-01,268.08,45.29,Unpaid
536,2024-02-01,226.77,28.0,Paid
536,2024-01-01,630.91,78.74,Unpaid
536,2023-12-01,923.07,133.76,Paid
537,2024-11-01,395.51,51.17,Unpaid
537,2024-10-01,905.93,163.13,Paid
537,2024-09-01,676.32,111.25,Unpaid
537,2024-08-01,455.37,83.86,Unpaid
537,2024-07-01,214.58,27.27,Unpaid
537,2024-06-01,645.55,99.29,Paid
537,2024-05-01,883.65,110.2,Unpaid
537,2024-04-01,768.1,105.38,Unpaid
537,2024-03-01,362.67,56.44,Paid
537,2024-02-01,631.4,78.65,Paid
537,2024-01-01,402.22,49.47,Unpaid
537,2023-12-01,955.72,128.12,Unpaid
538,2024-11-01,352.71,68.47,Unpaid
538,2024-10-01,261.3,40.27,Paid
538,2024-09-01,233.17,43.18,Paid
538,2024-08-01,737.26,104.0,Unpaid
538,2024-07-01,350.66,60.56,Unpaid
538,2024-06-01,953.35,139.07,Unpaid
538,2024-05-01,880.13,139.1,Unpaid
538,2024-04-01,307.93,40.71,Unpaid
538,2024-03-01,802.79,156.55,Paid
538,2024-02-01,407.86,78.28,Paid
538,2024-01-01,278.3,42.69,Paid
538,2023-12-01,702.16,94.4,Paid
539,2024-11-01,694.04,131.43,Unpaid
539,2024-10-01,888.82,164.74,Unpaid
539,2024-09-01,777.48,138.42,Unpaid
539,2024-08-01,538.6,100.96,Paid
539,2024-07-01,410.5,49.96,Paid
539,2024-06-01,637.36,92.35,Unpaid
539,2024-05-01,584.88,81.47,Paid
539,2024-04-01,996.0,143.55,Unpaid
539,2024-03-01,929.28,136.27,Unpaid
539,2024-02-01,883.37,130.79,Unpaid
539,2024-01-01,883.95,166.48,Paid
539,2023-12-01,436.9,53.77,Paid
540,2024-11-01,993.53,183.82,Unpaid
540,2024-10-01,883.31,110.03,Unpaid
540,2024-09-01,408.85,66.02,Unpaid
540,2024-08-01,532.33,88.21,Paid
540,2024-07-01,228.04,41.78,Paid
540,2024-06-01,814.7,147.81,Unpaid
540,2024-05-01,404.48,74.33,Paid
540,2024-04-01,542.53,83.02,Paid
540,2024-03-01,466.11,87.42,Paid
540,2024-02-01,474.66,91.59,Paid
540,2024-01-01,548.66,97.24,Unpaid
540,2023-12-01,303.45,57.38,Paid
541,2024-11-01,684.06,108.4,Paid
541,2024-10-01,612.12,73.53,Unpaid
541,2024-09-01,557.83,90.98,Unpaid
541,2024-08-01,200.26,31.41,Paid
541,2024-07-01,812.63,158.09,Unpaid
541,2024-06-01,642.51,108.35,Paid
541,2024-05-01,209.41,35.83,Unpaid
541,2024-04-01,497.17,84.21,Unpaid
541,2024-03-01,531.43,70.23,Paid
541,2024-02-01,977.88,153.3,Unpaid
541,2024-01-01,691.0,100.21,Unpaid
541,2023-12-01,687.96,120.63,Paid
542,2024-11-01,810.83,109.65,Unpaid
542,2024-10-01,645.47,106.86,Paid
542,2024-09-01,626.56,110.5,Unpaid
542,2024-08-01,508.83,68.33,Paid
542,2024-07-01,525.35,74.65,Paid
542,2024-06-01,820.95,158.43,Unpaid
542,2024-05-01,590.39,91.64,Unpaid
542,2024-04-01,891.25,136.1,Paid
542,2024-03-01,647.08,123.85,Paid
542,2024-02-01,300.87,42.14,Paid
542,2024-01-01,914.57,160.15,Paid
542,2023-12-01,319.58,51.76,Paid
543,2024-11-01,432.01,68.39,Unpaid
543,2024-10-01,721.92,90.23,Paid
543,2024-09-01,352.6,68.71,Paid
543,2024-08-01,687.78,133.26,Unpaid
543,2024-07-01,962.36,120.23,Unpaid
543,2024-06-01,288.93,48.18,Unpaid
543,2024-05-01,208.34,29.2,Unpaid
543,2024-04-01,378.54,48.73,Paid
543,2024-03-01,435.89,66.29,Unpaid
543,2024-02-01,308.32,39.25,Unpaid
543,2024-01-01,946.43,142.1,Paid
543,2023-12-01,205.91,34.74,Paid
544,2024-11-01,306.12,49.38,Paid
544,2024-10-01,335.95,53.77,Paid
544,2024-09-01,746.57,117.35,Paid
544,2024-08-01,645.27,95.56,Unpaid
544,2024-07-01,328.29,46.03,Unpaid
544,2024-06-01,914.16,121.93,Unpaid
544,2024-05-01,573.54,76.84,Paid
544,2024-04-01,206.63,25.45,Unpaid
544,2024-03-01,212.2,27.72,Paid
544,2024-02-01,721.71,125.46,Paid
544,2024-01-01,419.41,50.33,Paid
544,2023-12-01,280.62,44.91,Paid
545,2024-11-01,790.47,117.58,Unpaid
545,2024-10-01,747.77,130.0,Unpaid
545,2024-09-01,356.41,60.36,Paid
545,2024-08-01,303.32,54.7,Paid
545,2024-07-01,526.7,90.94,Paid
545,2024-06-01,659.69,123.22,Paid
545,2024-05-01,811.0,98.95,Unpaid
545,2024-04-01,594.67,73.4,Paid
545,2024-03-01,555.1,73.49,Unpaid
545,2024-02-01,657.64,110.37,Unpaid
545,2024-01-01,703.9,98.99,Unpaid
545,2023-12-01,942.58,183.11,Unpaid
546,2024-11-01,208.78,29.54,Paid
546,2024-10-01,797.12,116.18,Unpaid
546,2024-09-01,887.71,136.71,Unpaid
546,2024-08-01,900.03,124.99,Unpaid
546,2024-07-01,744.15,92.74,Unpaid
546,2024-06-01,684.59,97.61,Paid
546,2024-05-01,779.16,152.84,Unpaid
546,2024-04-01,599.39,89.49,Paid
546,2024-03-01,271.27,49.78,Paid
546,2024-02-01,704.74,111.27,Unpaid
546,2024-01-01,543.4,88.99,Paid
546,2023-12-01,674.64,93.73,Unpaid
547,2024-11-01,721.78,95.81,Unpaid
547,2024-10-01,435.77,83.45,Unpaid
547,2024-09-01,817.83,121.93,Paid
547,2024-08-01,203.28,24.73,Unpaid
547,2024-07-01,582.48,103.42,Unpaid
547,2024-06-01,240.97,47.2,Paid
547,2024-05-01,939.11,133.41,Paid
547,2024-04-01,304.88,41.55,Unpaid
547,2024-03-01,817.02,161.48,Paid
547,2024-02-01,702.71,125.22,Unpaid
547,2024-01-01,620.74,122.97,Unpaid
547,2023-12-01,804.04,146.4,Unpaid
548,2024-11-01,916.64,167.86,Unpaid
548,2024-10-01,541.14,67.39,Paid
548,2024-09-01,858.36,168.17,Unpaid
548,2024-08-01,793.2,97.47,Unpaid
548,2024-07-01,483.63,86.49,Paid
548,2024-06-01,379.96,69.82,Unpaid
548,2024-05-01,579.78,114.7,Paid
548,2024-04-01,907.9,128.0,Paid
548,2024-03-01,364.41,61.1,Unpaid
548,2024-02-01,984.63,123.09,Paid
548,2024-01-01,868.95,109.56,Paid
548,2023-12-01,702.83,109.55,Paid
549,2024-11-01,508.52,83.1,Unpaid
549,2024-10-01,803.8,140.73,Unpaid
549,2024-09-01,730.75,105.11,Paid
549,2024-08-01,477.66,93.24,Unpaid
549,2024-07-01,966.51,154.36,Paid
549,2024-06-01,376.66,60.99,Unpaid
549,2024-05-01,661.87,114.2,Unpaid
549,2024-04-01,418.39,69.61,Unpaid
549,2024-03-01,776.99,151.98,Unpaid
549,2024-02-01,620.05,115.83,Unpaid
549,2024-01-01,571.92,74.49,Paid
549,2023-12-01,804.01,120.27,Unpaid
550,2024-11-01,447.55,64.09,Unpaid
550,2024-10-01,676.99,99.61,Paid
550,2024-09-01,606.53,102.21,Paid
550,2024-08-01,331.93,53.51,Unpaid
550,2024-07-01,687.86,92.88,Unpaid
550,2024-06-01,754.03,135.76,Paid
550,2024-05-01,497.8,83.5,Unpaid
550,2024-04-01,954.43,180.43,Unpaid
550,2024-03-01,256.06,31.27,Unpaid
550,2024-02-01,983.57,149.77,Paid
550,2024-01-01,612.53,90.31,Unpaid
550,2023-12-01,514.3,73.2,Unpaid
551,2024-11-01,474.78,91.69,Paid
551,2024-10-01,228.33,41.36,Unpaid
551,2024-09-01,320.76,56.15,Paid
551,2024-08-01,411.07,77.24,Unpaid
551,2024-07-01,995.38,121.55,Paid
551,2024-06-01,598.39,97.77,Unpaid
551,2024-05-01,350.6,69.78,Paid
551,2024-04-01,463.06,68.82,Paid
551,2024-03-01,616.22,86.24,Paid
551,2024-02-01,661.38,128.97,Paid
551,2024-01-01,565.2,73.2,Unpaid
551,2023-12-01,886.89,132.96,Paid
552,2024-11-01,240.64,41.41,Paid
552,2024-10-01,835.2,125.09,Paid
552,2024-09-01,889.66,125.59,Paid
552,2024-08-01,268.61,40.11,Paid
552,2024-07-01,931.19,164.29,Unpaid
552,2024-06-01,515.7,85.36,Unpaid
552,2024-05-01,860.67,136.95,Paid
552,2024-04-01,530.95,94.09,Unpaid
552,2024-03-01,310.93,45.71,Unpaid
552,2024-02-01,217.01,41.2,Unpaid
552,2024-01-01,956.17,153.73,Unpaid
552,2023-12-01,539.72,85.22,Paid
553,2024-11-01,333.19,61.8,Paid
553,2024-10-01,839.55,138.82,Unpaid
553,2024-09-01,436.88,57.98,Paid
553,2024-08-01,700.59,112.69,Paid
553,2024-07-01,658.45,79.4,Unpaid
553,2024-06-01,893.39,152.14,Unpaid
553,2024-05-01,646.97,88.6,Paid
553,2024-04-01,582.96,105.38,Unpaid
553,2024-03-01,618.6,78.48,Unpaid
553,2024-02-01,270.62,36.68,Paid
553,2024-01-01,680.73,114.56,Paid
553,2023-12-01,629.06,81.94,Paid
554,2024-11-01,246.46,43.66,Unpaid
554,2024-10-01,661.38,83.85,Unpaid
554,2024-09-01,814.99,151.0,Paid
554,2024-08-01,461.58,68.06,Unpaid
554,2024-07-01,776.96,139.02,Unpaid
554,2024-06-01,980.38,154.37,Paid
554,2024-05-01,582.38,77.46,Unpaid
554,2024-04-01,870.28,118.81,Paid
554,2024-03-01,703.11,140.52,Unpaid
554,2024-02-01,491.54,64.52,Paid
554,2024-01-01,364.76,71.26,Unpaid
554,2023-12-01,365.07,53.57,Unpaid
555,2024-11-01,934.89,124.88,Unpaid
555,2024-10-01,709.19,105.11,Unpaid
555,2024-09-01,862.18,146.47,Paid
555,2024-08-01,366.81,68.47,Paid
555,2024-07-01,527.48,71.14,Paid
555,2024-06-01,862.09,154.75,Unpaid
555,2024-05-01,234.89,32.59,Paid
555,2024-04-01,669.33,114.07,Paid
555,2024-03-01,819.54,123.04,Unpaid
555,2024-02-01,908.72,113.77,Unpaid
555,2024-01-01,517.57,97.36,Unpaid
555,2023-12-01,320.57,52.65,Unpaid
556,2024-11-01,754.53,91.56,Unpaid
556,2024-10-01,481.72,92.9,Unpaid
556,2024-09-01,657.4,88.85,Paid
556,2024-08-01,266.33,40.84,Paid
556,2024-07-01,692.59,83.62,Paid
556,2024-06-01,456.31,86.02,Unpaid
556,2024-05-01,204.59,35.05,Paid
556,2024-04-01,858.73,106.91,Unpaid
556,2024-03-01,279.15,49.24,Unpaid
556,2024-02-01,527.16,80.8,Unpaid
556,2024-01-01,727.85,91.73,Unpaid
556,2023-12-01,369.97,62.9,Paid
557,2024-11-01,286.24,35.7,Paid
557,2024-10-01,703.06,138.06,Paid
557,2024-09-01,879.59,108.04,Unpaid
557,2024-08-01,997.61,165.1,Unpaid
557,2024-07-01,393.75,74.83,Unpaid
557,2024-06-01,989.4,122.94,Paid
557,2024-05-01,867.77,163.28,Unpaid
557,2024-04-01,894.38,127.62,Paid
557,2024-03-01,604.83,102.93,Paid
557,2024-02-01,678.55,93.99,Paid
557,2024-01-01,859.72,138.16,Unpaid
557,2023-12-01,375.82,48.64,Paid
558,2024-11-01,733.35,90.11,Paid
558,2024-10-01,626.25,110.54,Unpaid
558,2024-09-01,805.06,122.62,Unpaid
558,2024-08-01,511.12,99.5,Unpaid
558,2024-07-01,673.18,111.37,Paid
558,2024-06-01,572.32,112.56,Unpaid
558,2024-05-01,397.8,56.01,Unpaid
558,2024-04-01,302.36,36.56,Paid
558,2024-03-01,632.34,91.93,Paid
558,2024-02-01,666.21,123.24,Unpaid
558,2024-01-01,811.52,135.18,Unpaid
558,2023-12-01,877.15,110.02,Unpaid
559,2024-11-01,937.9,172.75,Unpaid
559,2024-10-01,820.03,127.71,Paid
559,2024-09-01,618.86,110.9,Unpaid
559,2024-08-01,564.0,72.29,Paid
559,2024-07-01,342.13,56.36,Paid
559,2024-06-01,829.06,124.92,Paid
559,2024-05-01,977.63,189.77,Unpaid
559,2024-04-01,631.95,115.93,Paid
559,2024-03-01,614.38,119.4,Paid
559,2024-02-01,983.48,143.44,Paid
559,2024-01-01,814.54,118.46,Paid
559,2023-12-01,819.83,154.85,Unpaid
560,2024-11-01,763.17,151.99,Unpaid
560,2024-10-01,604.74,100.91,Paid
560,2024-09-01,627.26,106.72,Unpaid
560,2024-08-01,674.51,82.35,Paid
560,2024-07-01,886.19,128.63,Unpaid
560,2024-06-01,989.96,159.2,Unpaid
560,2024-05-01,453.75,83.83,Unpaid
560,2024-04-01,213.42,34.07,Unpaid
560,2024-03-01,842.85,116.7,Paid
560,2024-02-01,717.11,134.73,Unpaid
560,2024-01-01,423.87,51.38,Paid
560,2023-12-01,381.19,74.42,Unpaid
561,2024-11-01,258.5,41.55,Paid
561,2024-10-01,577.69,107.87,Paid
561,2024-09-01,302.52,43.15,Unpaid
561,2024-08-01,875.42,151.92,Unpaid
561,2024-07-01,442.66,77.23,Unpaid
561,2024-06-01,235.99,33.14,Unpaid
561,2024-05-01,643.53,82.99,Paid
561,2024-04-01,514.32,94.21,Unpaid
561,2024-03-01,630.49,99.81,Paid
561,2024-02-01,852.99,134.57,Unpaid
561,2024-01-01,360.39,55.26,Unpaid
561,2023-12-01,564.83,99.59,Paid
562,2024-11-01,586.21,72.76,Unpaid
562,2024-10-01,862.37,123.38,Unpaid
562,2024-09-01,531.46,83.65,Paid
562,2024-08-01,573.76,75.16,Paid
562,2024-07-01,751.81,112.41,Unpaid
562,2024-06-01,926.74,122.75,Unpaid
562,2024-05-01,621.05,74.68,Paid
562,2024-04-01,265.97,44.86,Unpaid
562,2024-03-01,475.55,59.55,Unpaid
562,2024-02-01,828.51,144.85,Unpaid
562,2024-01-01,202.77,38.41,Unpaid
562,2023-12-01,236.88,35.21,Unpaid
563,2024-11-01,479.18,67.27,Unpaid
563,2024-10-01,729.44,101.58,Unpaid
563,2024-09-01,638.0,109.08,Paid
563,2024-08-01,280.56,35.41,Paid
563,2024-07-01,925.11,111.41,Paid
563,2024-06-01,564.51,92.92,Unpaid
563,2024-05-01,973.33,136.02,Unpaid
563,2024-04-01,418.01,83.23,Unpaid
563,2024-03-01,772.78,138.24,Unpaid
563,2024-02-01,262.98,33.65,Paid
563,2024-01-01,630.97,90.01,Paid
563,2023-12-01,334.57,66.41,Paid
564,2024-11-01,465.45,56.39,Unpaid
564,2024-10-01,258.0,50.08,Unpaid
564,2024-09-01,402.0,58.91,Paid
564,2024-08-01,427.96,60.1,Paid
564,2024-07-01,413.81,77.47,Paid
564,2024-06-01,640.58,100.55,Unpaid
564,2024-05-01,405.72,65.04,Unpaid
564,2024-04-01,500.82,96.67,Paid
564,2024-03-01,906.55,153.8,Paid
564,2024-02-01,423.96,84.68,Unpaid
564,2024-01-01,742.76,110.17,Paid
564,2023-12-01,659.81,109.82,Paid
565,2024-11-01,493.54,70.57,Paid
565,2024-10-01,744.47,100.59,Paid
565,2024-09-01,607.37,106.14,Unpaid
565,2024-08-01,906.16,137.7,Paid
565,2024-07-01,448.44,69.96,Paid
565,2024-06-01,607.18,90.33,Paid
565,2024-05-01,611.08,79.58,Unpaid
565,2024-04-01,417.42,75.5,Paid
565,2024-03-01,270.77,42.58,Paid
565,2024-02-01,674.28,117.52,Paid
565,2024-01-01,457.58,71.3,Paid
565,2023-12-01,605.61,97.7,Paid
566,2024-11-01,857.01,165.01,Unpaid
566,2024-10-01,354.52,63.42,Unpaid
566,2024-09-01,660.31,119.75,Unpaid
566,2024-08-01,390.74,65.06,Unpaid
566,2024-07-01,586.03,106.36,Paid
566,2024-06-01,783.22,115.04,Paid
566,2024-05-01,749.63,144.78,Paid
566,2024-04-01,865.44,138.83,Unpaid
566,2024-03-01,987.33,125.03,Unpaid
566,2024-02-01,515.46,80.58,Paid
566,2024-01-01,358.48,59.42,Unpaid
566,2023-12-01,437.33,69.41,Paid
567,2024-11-01,473.19,84.38,Paid
567,2024-10-01,659.41,112.55,Unpaid
567,2024-09-01,835.53,155.93,Paid
567,2024-08-01,881.21,119.07,Unpaid
567,2024-07-01,553.13,80.63,Paid
567,2024-06-01,452.6,60.91,Paid
567,2024-05-01,971.9,140.45,Paid
567,2024-04-01,918.28,135.9,Unpaid
567,2024-03-01,721.14,100.81,Unpaid
567,2024-02-01,522.19,103.23,Unpaid
567,2024-01-01,749.51,143.8,Paid
567,2023-12-01,759.59,128.29,Paid
568,2024-11-01,540.91,91.71,Paid
568,2024-10-01,619.33,83.27,Unpaid
568,2024-09-01,399.78,63.74,Unpaid
568,2024-08-01,477.22,89.74,Paid
568,2024-07-01,637.76,90.89,Paid
568,2024-06-01,400.95,54.45,Unpaid
568,2024-05-01,200.35,31.33,Paid
568,2024-04-01,414.09,62.67,Unpaid
568,2024-03-01,621.57,106.46,Paid
568,2024-02-01,673.25,85.02,Paid
568,2024-01-01,265.58,50.75,Paid
568,2023-12-01,843.77,135.73,Paid
569,2024-11-01,609.91,79.49,Unpaid
569,2024-10-01,687.05,94.81,Paid
569,2024-09-01,515.61,82.19,Paid
569,2024-08-01,354.04,45.87,Unpaid
569,2024-07-01,390.14,49.26,Unpaid
569,2024-06-01,657.03,127.1,Paid
569,2024-05-01,851.74,118.3,Paid
569,2024-04-01,835.34,104.56,Unpaid
569,2024-03-01,507.52,77.56,Paid
569,2024-02-01,713.36,140.98,Unpaid
569,2024-01-01,380.85,58.51,Paid
569,2023-12-01,470.48,91.7,Paid
570,2024-11-01,889.37,174.33,Unpaid
570,2024-10-01,216.65,32.9,Unpaid
570,2024-09-01,551.11,84.8,Unpaid
570,2024-08-01,254.86,42.95,Unpaid
570,2024-07-01,409.74,55.29,Unpaid
570,2024-06-01,564.97,90.23,Paid
570,2024-05-01,947.25,181.72,Paid
570,2024-04-01,326.03,49.89,Unpaid
570,2024-03-01,414.72,67.18,Unpaid
570,2024-02-01,858.12,141.22,Unpaid
570,2024-01-01,384.79,56.39,Paid
570,2023-12-01,919.79,121.93,Paid
571,2024-11-01,991.72,173.69,Unpaid
571,2024-10-01,499.82,77.58,Paid
571,2024-09-01,348.27,50.96,Unpaid
571,2024-08-01,973.63,158.08,Unpaid
571,2024-07-01,372.48,47.22,Paid
571,2024-06-01,709.55,111.11,Unpaid
571,2024-05-01,931.67,158.07,Paid
571,2024-04-01,487.87,86.23,Paid
571,2024-03-01,414.38,69.88,Paid
571,2024-02-01,843.09,138.37,Paid
571,2024-01-01,324.65,46.21,Unpaid
571,2023-12-01,447.11,57.71,Unpaid
572,2024-11-01,703.35,115.41,Paid
572,2024-10-01,600.52,84.02,Paid
572,2024-09-01,796.68,109.69,Paid
572,2024-08-01,670.69,114.95,Unpaid
572,2024-07-01,778.98,111.98,Paid
572,2024-06-01,455.47,77.66,Paid
572,2024-05-01,512.81,92.55,Unpaid
572,2024-04-01,452.3,89.74,Unpaid
572,2024-03-01,383.2,73.07,Unpaid
572,2024-02-01,299.54,50.82,Paid
572,2024-01-01,649.42,97.35,Unpaid
572,2023-12-01,541.7,79.26,Paid
573,2024-11-01,258.56,31.32,Paid
573,2024-10-01,464.45,75.49,Unpaid
573,2024-09-01,732.91,120.35,Unpaid
573,2024-08-01,988.51,133.85,Paid
573,2024-07-01,847.52,137.63,Unpaid
573,2024-06-01,954.02,151.53,Unpaid
573,2024-05-01,985.76,180.77,Paid
573,2024-04-01,745.45,91.97,Unpaid
573,2024-03-01,842.02,146.86,Unpaid
573,2024-02-01,365.86,52.78,Paid
573,2024-01-01,617.49,116.19,Unpaid
573,2023-12-01,732.0,126.22,Paid
574,2024-11-01,476.69,86.93,Unpaid
574,2024-10-01,770.49,97.75,Unpaid
574,2024-09-01,764.36,142.35,Unpaid
574,2024-08-01,797.93,148.96,Unpaid
574,2024-07-01,794.07,96.03,Unpaid
574,2024-06-01,282.02,35.11,Unpaid
574,2024-05-01,835.81,117.88,Paid
574,2024-04-01,549.2,75.55,Unpaid
574,2024-03-01,605.03,86.8,Unpaid
574,2024-02-01,693.56,137.7,Unpaid
574,2024-01-01,373.58,73.78,Unpaid
574,2023-12-01,397.79,48.9,Unpaid
575,2024-11-01,591.89,109.14,Unpaid
575,2024-10-01,885.0,147.63,Paid
575,2024-09-01,679.49,115.79,Paid
575,2024-08-01,798.26,109.89,Unpaid
575,2024-07-01,602.72,103.58,Paid
575,2024-06-01,913.8,115.64,Paid
575,2024-05-01,401.5,75.77,Unpaid
575,2024-04-01,672.52,124.03,Unpaid
575,2024-03-01,358.78,48.73,Unpaid
575,2024-02-01,805.17,108.17,Paid
575,2024-01-01,477.92,76.9,Paid
575,2023-12-01,219.02,30.84,Unpaid
576,2024-11-01,789.55,135.19,Unpaid
576,2024-10-01,777.1,147.88,Unpaid
576,2024-09-01,540.81,69.59,Paid
576,2024-08-01,202.5,35.0,Paid
576,2024-07-01,626.26,120.93,Unpaid
576,2024-06-01,884.21,149.67,Unpaid
576,2024-05-01,220.27,41.35,Paid
576,2024-04-01,682.28,115.86,Paid
576,2024-03-01,646.01,112.58,Paid
576,2024-02-01,393.35,67.47,Unpaid
576,2024-01-01,487.0,76.53,Unpaid
576,2023-12-01,547.49,91.66,Paid
577,2024-11-01,482.64,81.09,Unpaid
577,2024-10-01,342.24,68.19,Paid
577,2024-09-01,222.69,30.64,Unpaid
577,2024-08-01,225.75,33.95,Paid
577,2024-07-01,275.52,51.27,Unpaid
